"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:3WTRDKfanFD3uuTq2Tfa6R","runaway//backfall","spotify:artist:0m4Lfr9tvsHyYOUWhsbSKY","aftrthght","spotify:album:63RrplmT7ecBPZ8fqXW4cC","runaway//backfall","spotify:artist:0m4Lfr9tvsHyYOUWhsbSKY","aftrthght","2023-02-10","https://i.scdn.co/image/ab67616d0000b273472000dd5138069196e9fb9a","1","1","178258","https://p.scdn.co/mp3-preview/bd6a1fbec5a53de8f00f9378761ab4fd6a88846c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","QZFZ72324984","","2023-02-21T16:01:49Z"
"spotify:track:0BCPKOYdS2jbQ8iyB56Zns","Clocks","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","spotify:album:0RHX9XECH8IVI3LNgWDpmQ","A Rush of Blood to the Head","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","2002-08-27","https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82","1","5","307879","https://p.scdn.co/mp3-preview/f7af250125a083c8212e4b7dd508a12c12aeac37?cid=9950ac751e34487dbbe027c4fd7f8e99","false","85","GBAYE0200771","","2023-01-14T19:18:50Z"
"spotify:track:69uxyAqqPIsUyTO8txoP2M","Adventure of a Lifetime","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","spotify:album:3cfAM8b8KqJRoIzt3zLKqw","A Head Full of Dreams","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","2015-12-04","https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6","1","5","263786","https://p.scdn.co/mp3-preview/0b666b9a07035a659c7e5b7cb754f1b81bf1535b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","GBAYE1500981","","2023-01-14T19:17:57Z"
"spotify:track:1mea3bSkSGXuIRvnydlB5b","Viva La Vida","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","spotify:album:1CEODgTmTwLyabvwd7HBty","Viva La Vida or Death and All His Friends","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","2008-06-06","https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e","1","7","242373","https://p.scdn.co/mp3-preview/fb9f4a9b0887326776b4fb7c6d331acd167a7778?cid=9950ac751e34487dbbe027c4fd7f8e99","false","87","GBAYE0800265","","2023-01-09T13:02:23Z"
"spotify:track:6L4XGeAdRRC32vVJpp8MdM","Face 2 Face","spotify:artist:4MCBfE4596Uoi2O4DtmEMz","Juice WRLD","spotify:album:4Ql8xPz3NjoScZ4yM3fNFh","Face 2 Face","spotify:artist:4MCBfE4596Uoi2O4DtmEMz","Juice WRLD","2022-12-15","https://i.scdn.co/image/ab67616d0000b273bc9d5e85e3673b030e145726","1","1","124558","","false","58","USUG12209223","","2022-12-22T07:25:30Z"
"spotify:track:3nIlBeSIVnDbWFO3mExxV2","FOOL'S GOLD","spotify:artist:3hOdow4ZPmrby7Q1wfPLEy","Aries","spotify:album:1eLp5qe0nJkOb3rzqnbme0","BELIEVE IN ME, WHO BELIEVES IN YOU","spotify:artist:3hOdow4ZPmrby7Q1wfPLEy","Aries","2021-11-12","https://i.scdn.co/image/ab67616d0000b2734bc2f112800b4f738cc3fe1a","1","2","149843","https://p.scdn.co/mp3-preview/94d7948f76547beb14e5aa66614ad19b04a0f138?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","USQX92004419","","2022-12-20T09:55:24Z"
"spotify:track:7GeZW55jJGruZJ1Yogq4VA","retinalscan (feat. Isaac Zale)","spotify:artist:7gwpZPmZHIx4B2uLl6uimj, spotify:artist:6RPLfI95V4juSTtpBumiWk","Blvck Svm, Isaac Zale","spotify:album:2zRd1PzAQgdrAA0hK0cevF","mangalica mink","spotify:artist:7gwpZPmZHIx4B2uLl6uimj","Blvck Svm","2022-12-02","https://i.scdn.co/image/ab67616d0000b2735168e1c962994dfb24f355fd","1","4","150395","https://p.scdn.co/mp3-preview/01ea9dcfa8663e3e2ec76a4822cdc33a6ab46ec6?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","USUYG1451994","","2022-12-19T11:09:48Z"
"spotify:track:2fFo8AvFqnW88MX2dXdJpI","tarragonbutter","spotify:artist:7gwpZPmZHIx4B2uLl6uimj","Blvck Svm","spotify:album:2zRd1PzAQgdrAA0hK0cevF","mangalica mink","spotify:artist:7gwpZPmZHIx4B2uLl6uimj","Blvck Svm","2022-12-02","https://i.scdn.co/image/ab67616d0000b2735168e1c962994dfb24f355fd","1","1","173035","https://p.scdn.co/mp3-preview/a9186b2b9338c6c5605d8ff8cc31fe7df525d2cb?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","USUYG1451993","","2022-12-18T14:15:57Z"
"spotify:track:5iwNcGHWgDOm8GTI819C6t","‎temperature","spotify:artist:4jd8Wp3Os5tXFV0NYm1570","maxime.","spotify:album:0yiqMsqjl3SYDFRp0nAIfH","‎cerulean","spotify:artist:4jd8Wp3Os5tXFV0NYm1570","maxime.","2020-12-04","https://i.scdn.co/image/ab67616d0000b27388a052b647c04d02dc633281","1","10","170663","https://p.scdn.co/mp3-preview/3ed96cab74db6ad2147ab692359f7e32e41feaec?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","GBKPL2029174","","2022-12-14T13:49:55Z"
"spotify:track:02eAshORZ7I00rjCdGUnAG","Eyelids","spotify:artist:31EcIcjCqjpptKfd2uYQdn, spotify:artist:0JuDxOwz1e3Wx05t8e3AT3","Isaac Zale, Sylvan LaCue","spotify:album:33IwLl2XBZR4SUjEF6khpA","Eyelids","spotify:artist:31EcIcjCqjpptKfd2uYQdn, spotify:artist:0JuDxOwz1e3Wx05t8e3AT3","Isaac Zale, Sylvan LaCue","2019-08-16","https://i.scdn.co/image/ab67616d0000b2735753e84adfd9622365904e32","1","1","227692","https://p.scdn.co/mp3-preview/dbd419e21b513c31c8c5017a82efb334e09558af?cid=9950ac751e34487dbbe027c4fd7f8e99","true","7","QZFZ41990428","","2022-12-14T07:27:57Z"
"spotify:track:11JLypXfGVfs314vav1JAB","shade of blue (feat. Rxseboy, Tia Tia & Shalfi)","spotify:artist:6bmlMHgSheBauioMgKv2tn, spotify:artist:1ScHz7wPPxVTEKsc9g3Z0c, spotify:artist:6fbIkBK4DW2IPnlKk9MLWS, spotify:artist:6HJqFsXnlWehSwPu6s4BAO","Powfu, Rxseboy, Tia Tia, Shalfi","spotify:album:5iFPxq21dVb6E7RFjBSYvG","surrounded by hounds and serpents","spotify:artist:6bmlMHgSheBauioMgKv2tn","Powfu","2022-12-02","https://i.scdn.co/image/ab67616d0000b27369eb9e4ca17a974ed9c1833d","1","1","148636","https://p.scdn.co/mp3-preview/c7ce64054a72c8b3c87c818ae46503e58635bad0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","38","USSM12210906","","2022-12-07T13:20:25Z"
"spotify:track:2dERTLuoq2yOUtkOpmNqxi","Parked Cars (feat. KYLE & Kota the Friend)","spotify:artist:6WZfEqqsYujHTUDuNd5Lbc, spotify:artist:4qBgvVog0wzW75IQ48mU7v, spotify:artist:2AfU5LYBVCiCtuCCfM7uVX","Travis Thompson, KYLE, Kota the Friend","spotify:album:5Ymp1JNMUvswzXW5n1vMbw","BLVD BOY","spotify:artist:6WZfEqqsYujHTUDuNd5Lbc","Travis Thompson","2021-07-30","https://i.scdn.co/image/ab67616d0000b2737046cb7781fcd0c11d0983ae","1","8","216933","https://p.scdn.co/mp3-preview/45f152dc81915ad7bb0bcd6736b10e4cd11fd98b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","33","USSM12101729","","2022-11-24T11:28:20Z"
"spotify:track:3h0xzCrYEVVFhhycY7jGBs","SAYONARA","spotify:artist:3hOdow4ZPmrby7Q1wfPLEy","Aries","spotify:album:2NDlOOZNBvq6B26feV4gJc","WELCOME HOME","spotify:artist:3hOdow4ZPmrby7Q1wfPLEy","Aries","2019-04-18","https://i.scdn.co/image/ab67616d0000b2735d084c9ce80631cbce8d84c2","1","2","180789","https://p.scdn.co/mp3-preview/c8259a63f59ab63f3d806f5c0fb9885953cd724f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZ85M1800670","","2022-11-24T07:12:00Z"
"spotify:track:4zsU98MppMQwTHVXB9EiSf","Dimes","spotify:artist:3KmJs3ery3PJQuQQ5FOllC","Lyan Paris","spotify:album:0O5g8aq0VgGFuYqRwt5eW8","Wait On Me","spotify:artist:3KmJs3ery3PJQuQQ5FOllC","Lyan Paris","2021-09-17","https://i.scdn.co/image/ab67616d0000b273ffc3dc22eb446a4d8290a690","1","2","154838","https://p.scdn.co/mp3-preview/aebeb968a5b59447ef9dd73080fee3c749a8a1bf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","USLD91731834","","2022-11-14T11:52:20Z"
"spotify:track:2qUPj0b3PYLJJoscQvhMUr","Red Lights (feat. Hello O'shay)","spotify:artist:2AfU5LYBVCiCtuCCfM7uVX, spotify:artist:3YzuOhp0V0YIuaukc7U3Rp","Kota the Friend, Hello O'shay","spotify:album:16yQV8L8zdacH4xEjbODda","Red Lights (feat. Hello O'shay)","spotify:artist:2AfU5LYBVCiCtuCCfM7uVX","Kota the Friend","2022-11-11","https://i.scdn.co/image/ab67616d0000b273546f1ef523c41ec501f657ac","1","1","192545","https://p.scdn.co/mp3-preview/b546842ae36369ed2186c5959dbe2fca25fc9002?cid=9950ac751e34487dbbe027c4fd7f8e99","true","32","QZLBC2201374","","2022-11-14T07:13:51Z"
"spotify:track:0AKsTrE2FHqZZbnKRk6Cc0","lovehate / poof","spotify:artist:6PE8wWhRb5kaxl1zXHuFTr, spotify:artist:6iiGr3vyUZ9O7pSoQ95ekt","KID E$s, MoeTheKidd","spotify:album:7Hav4KFmSML0GKtD0iMhAi","lovehate / poof","spotify:artist:6PE8wWhRb5kaxl1zXHuFTr","KID E$s","2022-10-16","https://i.scdn.co/image/ab67616d0000b2735893a9b6c69f0513822d059d","1","1","234647","https://p.scdn.co/mp3-preview/091fcf2a66f2a7cf2af37f703c9b52aab9b65573?cid=9950ac751e34487dbbe027c4fd7f8e99","true","19","QZPLS2228833","","2022-11-10T17:44:42Z"
"spotify:track:5XDnfw4wF2KzX8BYwYBpEs","save your love","spotify:artist:6R29RU7eyQHSNc5kaHPWJn","Ouse","spotify:album:0wjrQ4N5MSUtCZCxONFlU7","save your love","spotify:artist:6R29RU7eyQHSNc5kaHPWJn","Ouse","2022-10-28","https://i.scdn.co/image/ab67616d0000b27333cc75b2ea6d90571f3e6a15","1","1","150558","https://p.scdn.co/mp3-preview/d26479ae7eaaece13926d79a84776fa54f7557f9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","14","USANG2213097","","2022-11-10T17:38:26Z"
"spotify:track:6H3NlQtB8o6CtLsbU9sxfM","In My Head","spotify:artist:4MCBfE4596Uoi2O4DtmEMz","Juice WRLD","spotify:album:6CkBylsYdi0GamAiDK6KOG","In My Head","spotify:artist:4MCBfE4596Uoi2O4DtmEMz","Juice WRLD","2022-10-28","https://i.scdn.co/image/ab67616d0000b273e06d163d063d50426000a5b5","1","1","192000","","false","35","USUG12207966","","2022-11-10T17:18:12Z"
"spotify:track:3bu9B9WPsuuAbKcQCw6P2o","Fallen","spotify:artist:5XE0fiZWGbq9TcSuWwJ1fA, spotify:artist:5q3ovX73lKQj9fOWBfmMgY","potsu, Rav","spotify:album:3ofy6aK2gSGfhBtTESqMP3","Fallen","spotify:artist:5XE0fiZWGbq9TcSuWwJ1fA, spotify:artist:5q3ovX73lKQj9fOWBfmMgY","potsu, Rav","2022-11-04","https://i.scdn.co/image/ab67616d0000b273d22986dddf7d741b7e6faed0","1","1","196750","https://p.scdn.co/mp3-preview/2aa045d9417f24b7c0af295ee5704df0db91ce21?cid=9950ac751e34487dbbe027c4fd7f8e99","false","12","TLREW2225867","","2022-11-10T17:13:32Z"
"spotify:track:7iZ6EVYLeW1rCwGWER9KQt","somewhere in the world","spotify:artist:0CTpeTOAvzc1FOlPj4uYWV","Ben Beal","spotify:album:1uWGhsMWaFeGT6OeD8lPFN","somewhere in the world","spotify:artist:0CTpeTOAvzc1FOlPj4uYWV","Ben Beal","2022-11-04","https://i.scdn.co/image/ab67616d0000b273d3e55794af25bf6ab0b2d4af","1","1","147142","https://p.scdn.co/mp3-preview/8af4b9b6c149c355d0dc1048e5acbdd42b932400?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","TLREW2226167","","2022-11-10T17:08:29Z"
"spotify:track:25GVCzWP2kStyb6r59YaSe","Love More","spotify:artist:3i57DtLp2QfPNOQb6zemGU","Mike Sb","spotify:album:19P8Nh2ydGX3TsPEcEsJhD","Sensei","spotify:artist:3i57DtLp2QfPNOQb6zemGU","Mike Sb","2016-07-27","https://i.scdn.co/image/ab67616d0000b2736e9e476bff377da72b80734d","1","2","214222","https://p.scdn.co/mp3-preview/d7eb64d7b56eadf6d46f2760855dd707f7b50f6b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","20","TCACQ1614799","","2022-11-08T13:21:42Z"
"spotify:track:3XVAivXQWs5stb6bhR7tVM","riddle","spotify:artist:7CGSp2GbiOpLPSq61qjxf8","midwxst","spotify:album:0z3Iiza1Fz3vbiHkMgi6RW","riddle","spotify:artist:7CGSp2GbiOpLPSq61qjxf8","midwxst","2022-02-02","https://i.scdn.co/image/ab67616d0000b2730ab7204e3238857b5fc38c81","1","1","108045","","false","45","USUG12200241","","2022-11-08T13:08:50Z"
"spotify:track:7vdv0eDg178o0uUtGvRfm8","MARMALADE","spotify:artist:53F7MNlYur7XEV75tY3Yor, spotify:artist:1oaYpFkpJmfkE0IVBJkfnM","Donte Thomas, Ki$","spotify:album:2qhRG0jx3hR8GjZ6gpUagh","COLORS","spotify:artist:53F7MNlYur7XEV75tY3Yor","Donte Thomas","2019-08-30","https://i.scdn.co/image/ab67616d0000b273538aaef1bc9d42f1543fa630","1","5","218276","https://p.scdn.co/mp3-preview/ee4345d46c9ca4e6b8442599e1c1b34af56ea5c8?cid=9950ac751e34487dbbe027c4fd7f8e99","true","24","USLZJ1969005","","2022-11-08T07:21:12Z"
"spotify:track:7pdncNUbFvAllj4Xo4U27k","ominous","spotify:artist:3ddT1Q3KQAm1G7UcIfz5KJ","convolk","spotify:album:5p4Ef4PiriEWuNOeOAEtXZ","lynda part 2","spotify:artist:3ddT1Q3KQAm1G7UcIfz5KJ","convolk","2021-03-14","https://i.scdn.co/image/ab67616d0000b273a61c7fbb82b8ef304121abb2","1","10","161388","https://p.scdn.co/mp3-preview/0be17efb04d1dc6d91974155a6279fa5d8aae72c?cid=9950ac751e34487dbbe027c4fd7f8e99","true","27","QZHNC2078358","","2022-11-08T07:16:20Z"
"spotify:track:5zEJQ39pcMNS41mgECfHUr","Leave","spotify:artist:68jFd8fas1U1U51bGQZXbr, spotify:artist:3lCxM8dhXShgCKyPzAfIul","Uno Hype, Amal Marie","spotify:album:7FIrLuO2imjSJG36wL3hPH","SOL GLO","spotify:artist:68jFd8fas1U1U51bGQZXbr","Uno Hype","2021-03-12","https://i.scdn.co/image/ab67616d0000b27393aaa875c6c60bff3e725582","1","5","193999","https://p.scdn.co/mp3-preview/d760dbd68156592af12344983e2871ae091ea9c3?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZK6H2058084","","2022-10-18T06:13:57Z"
"spotify:track:7HoWiIdwg7A2vomrmGmW6N","Saturday Nights","spotify:artist:18CPEToK1OfjJ5B5vDBDKa","Weston Estate","spotify:album:6nVu1yN5xdzIL7J4cDmEmf","Saturday Nights","spotify:artist:18CPEToK1OfjJ5B5vDBDKa","Weston Estate","2020-10-23","https://i.scdn.co/image/ab67616d0000b2730858340670e88870c0410fe1","1","1","150805","https://p.scdn.co/mp3-preview/8e37e3e50e590907bce1ee76e59366599f8de99a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","USQX92003620","","2022-09-14T12:20:23Z"
"spotify:track:6xhtO8QZbfW2y3Fhie7KMS","Orange Horizons","spotify:artist:0bbjEZXuVdwQ2Ng5UxvngT","Kennedy","spotify:album:3kGeZuGDuA2VQd3z1Nn9Lu","Orange Horizons","spotify:artist:0bbjEZXuVdwQ2Ng5UxvngT","Kennedy","2019-09-27","https://i.scdn.co/image/ab67616d0000b273ceb3ca5131412ab760a85484","1","1","182631","https://p.scdn.co/mp3-preview/7e5adeb51c7e0894d7934d4718ab8e66c3914c1f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","30","QZHN51989564","","2022-09-14T06:43:22Z"
"spotify:track:0hmA5UgR7wphVWN83AVDgF","Rainbow Bap","spotify:artist:0xOeVMOz2fVg5BJY3N6akT","Jaden","spotify:album:2NuZ1TloomufyKf57ZLBQn","CTV3: Cool Tape Vol. 3","spotify:artist:0xOeVMOz2fVg5BJY3N6akT","Jaden","2020-08-28","https://i.scdn.co/image/ab67616d0000b273421325b3842bc2f4cf65f1d3","1","3","280308","","true","41","QMJMT2003107","","2022-09-14T06:42:44Z"
"spotify:track:7pcANiSH8mEKLUIPAxiSDr","CAN YOU HEAR THE MOON","spotify:artist:6FmiNnTXQJTmOMAx4kB38R","Grady","spotify:album:7LRUTkHa71YBzJIf0tVy3g","The in Between","spotify:artist:6FmiNnTXQJTmOMAx4kB38R","Grady","2019-10-25","https://i.scdn.co/image/ab67616d0000b273d1d516b06b99d10643e6ff98","1","1","182534","https://p.scdn.co/mp3-preview/d92c2db8d87496896cc6df7ed598f89ea349120f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","QMBZ91919576","","2022-09-09T11:27:37Z"
"spotify:track:1i6PNnSKk41fg2U8d7u5oM","Awful","spotify:artist:7t3WSgiRVbVsTIbsgcHVrY","North Ave Jax","spotify:album:4R0jNcKqUt3E0O7JR6lY7T","LaZy, but i have goals","spotify:artist:7t3WSgiRVbVsTIbsgcHVrY","North Ave Jax","2022-08-17","https://i.scdn.co/image/ab67616d0000b2738b727cac60c892c65371a771","1","1","212500","","true","38","USUM72215267","","2022-09-04T15:17:14Z"
"spotify:track:01MNJ4UlBDhyUKlljQ5quv","love me like u need me","spotify:artist:3FyxEZrTwxWFQBH1Bmi30c","atm","spotify:album:4wfHOsi1XdzlAIs1KPHyoY","love me like u need me - Single","spotify:artist:3FyxEZrTwxWFQBH1Bmi30c","atm","2020-10-30","https://i.scdn.co/image/ab67616d0000b273ee309bd280fc5a168510d3e3","1","1","112974","https://p.scdn.co/mp3-preview/4cf8f2aef992f76aaa200759217d74d7cfbaa99b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","QM8RL2001123","","2022-08-31T00:45:30Z"
"spotify:track:4KN6lFIozf27u79c7viHJb","devil's dance","spotify:artist:6uUXtzAE4Rm9nuLTdh9YxK, spotify:artist:55OG34PUDmPq8RsG7FfGbQ, spotify:artist:7uKOdniOHgv7bLcYrXAyfY","screwyounick, Giovanni, Willv","spotify:album:1bibxdMJvTCV3KV0m6x9vL","devil's dance","spotify:artist:6uUXtzAE4Rm9nuLTdh9YxK, spotify:artist:7uKOdniOHgv7bLcYrXAyfY, spotify:artist:55OG34PUDmPq8RsG7FfGbQ","screwyounick, Willv, Giovanni","2022-08-06","https://i.scdn.co/image/ab67616d0000b273fd2c35619e0a5e3a05f4f926","1","1","216750","https://p.scdn.co/mp3-preview/c986eafbc1f12d1dcb05e9871cb6380edc9b1ed5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","11","SE6XW2230363","","2022-08-28T21:07:03Z"
"spotify:track:38bXkxqiQZWMOwDMbt0Ewr","Back on Base","spotify:artist:5G312D5mch8GZE501qpDIy","Johnny 2 Phones","spotify:album:5Iry9z3oeCVQJ3ksCRhvbh","Back on Base","spotify:artist:5G312D5mch8GZE501qpDIy","Johnny 2 Phones","2022-08-16","https://i.scdn.co/image/ab67616d0000b2738aea945f07c11df198c66f30","1","1","130869","https://p.scdn.co/mp3-preview/a306bae9004a6d530c0a55d3c2537b8a19869a71?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","GBKPL2207076","","2022-08-28T20:36:22Z"
"spotify:track:5VSVz6wsmWEP1PiFfzPcn7","•OUTSIDE•","spotify:artist:1ueFyDvrq8tCjAd6x8AVxD","Tom The Mail Man","spotify:album:4LDezpH6gU6VfBFkSdtNxc","•OUTSIDE•","spotify:artist:1ueFyDvrq8tCjAd6x8AVxD","Tom The Mail Man","2022-08-25","https://i.scdn.co/image/ab67616d0000b273007831d2175f61315ac10fc6","1","1","106097","https://p.scdn.co/mp3-preview/6e896f67191436db73b8905b6abbc5cc679373ea?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","GBKPL2209273","","2022-08-28T00:53:28Z"
"spotify:track:0TsPHgpEIeDmUKBvz28Ba2","Chasing Time","spotify:artist:2diXgS9TzzzDVmAgBiACRM, spotify:artist:4489Zgs4RNq2ZtSh3UnOxZ","Markis Precise, Khary","spotify:album:6ded3KEzesMVj5XhrbToCr","Chasing Time","spotify:artist:2diXgS9TzzzDVmAgBiACRM, spotify:artist:4489Zgs4RNq2ZtSh3UnOxZ","Markis Precise, Khary","2022-04-22","https://i.scdn.co/image/ab67616d0000b273a0b93b1291386548e90f98a0","1","1","178752","https://p.scdn.co/mp3-preview/982113221017fa2f0b4aa190ec94b98d50e8aafc?cid=9950ac751e34487dbbe027c4fd7f8e99","true","17","USLZJ2207589","","2022-08-25T13:01:11Z"
"spotify:track:7swiagBeONInkd2sGQ67bf","Valet","spotify:artist:5jEpeMsWMRhprOFhAkIWIO","Voda Fuji","spotify:album:46XkM0XlLdkKNtNGgtnwBI","Room to Breathe","spotify:artist:5jEpeMsWMRhprOFhAkIWIO","Voda Fuji","2020-12-12","https://i.scdn.co/image/ab67616d0000b2738c47b9b0ab62b911afc38549","1","1","139636","https://p.scdn.co/mp3-preview/c0190983c278088c29f97081d0219d38d24a525e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","28","QZFZ31944456","","2022-08-22T22:28:53Z"
"spotify:track:0ohMQuYZWheaMZnVbGSQvY","All Good","spotify:artist:3xTldyWVORsVkohxA7guSQ","Kiddo Dust","spotify:album:4GUbYemdf4ctTOW9MNv3Tj","All Good","spotify:artist:3xTldyWVORsVkohxA7guSQ","Kiddo Dust","2022-01-07","https://i.scdn.co/image/ab67616d0000b27362c86b78aa6ee3ec2bd73f7a","1","1","166000","https://p.scdn.co/mp3-preview/4b3755b0a371cec10619bcf697db001b935f50d4?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZ93L2136930","","2022-08-13T08:35:02Z"
"spotify:track:7i1mHHP4XpCjBM7VHx7g7U","Low","spotify:artist:6rRqxCKHpl9C5Imf2uinft, spotify:artist:1GUjxtOEHWzcLju2zUw0Pu, spotify:artist:1POk07q5vJ4NcdOgkLyPzp","Kyle McEvoy, Ezzy, Michael Christmas","spotify:album:2Esry53MOhCSaf5jOOcF4P","Low","spotify:artist:6rRqxCKHpl9C5Imf2uinft, spotify:artist:1GUjxtOEHWzcLju2zUw0Pu","Kyle McEvoy, Ezzy","2021-04-02","https://i.scdn.co/image/ab67616d0000b273f4fcedd4658d910346a1bcc2","1","1","126839","https://p.scdn.co/mp3-preview/922cd1ee9885a54fe838baaf5201ef6c6eed6403?cid=9950ac751e34487dbbe027c4fd7f8e99","true","21","QM24S2101492","","2022-08-13T07:49:47Z"
"spotify:track:6grGrbF1CRgN5dQAKJ66zI","Vanilla Latte","spotify:artist:5nKF5cfeqaOWcO5UcVk3O9","AVGUST","spotify:album:6jwcnZhCHcll2q8ZfYgunY","Vanilla Latte","spotify:artist:5nKF5cfeqaOWcO5UcVk3O9","AVGUST","2021-07-01","https://i.scdn.co/image/ab67616d0000b273e1f7a4517362dee2a57affd4","1","1","192235","https://p.scdn.co/mp3-preview/b49fababed136a598f2b3b1588386161b0013013?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZK6Q2128642","","2022-08-13T07:23:17Z"
"spotify:track:6LXrgracWZn23mVyb4imFg","More Than Friends","spotify:artist:2ctGMLYVzbPMC44eK8ECuO","RealLiveAnimals","spotify:album:723Cz85ldAWNNuKUOL6kW6","More Than Friends","spotify:artist:2ctGMLYVzbPMC44eK8ECuO","RealLiveAnimals","2018-05-21","https://i.scdn.co/image/ab67616d0000b273d395f3a7d009b49f88b68440","1","1","164102","https://p.scdn.co/mp3-preview/327e9dbeaf9c75eedf911f67be6d3638d9377f48?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","QZB4J1878686","","2022-08-13T07:20:43Z"
"spotify:track:6s3nNHC6LnEUhNlUvJmhnt","louie","spotify:artist:2OVDGyCAvAI1IABk83Hpcm, spotify:artist:5QoX9jvtBHtWy0l32L8E1H, spotify:artist:2zhgWhhKeDGw6gGd16y7tc, spotify:artist:5WJNhEfooEIDF4XZHUTLJ3, spotify:artist:1IL0tUcT6MjfT6r8twAcUf, spotify:artist:6RBK76yhpspU2pk1E6gmaq","ANDA, Ri, Drex Carter, LANO, Bobbon, Scarlet McGrath","spotify:album:7eOWNvIJ7zBe6G4pkkqg2f","louie","spotify:artist:2OVDGyCAvAI1IABk83Hpcm, spotify:artist:5QoX9jvtBHtWy0l32L8E1H, spotify:artist:2zhgWhhKeDGw6gGd16y7tc","ANDA, Ri, Drex Carter","2022-07-08","https://i.scdn.co/image/ab67616d0000b27338b73740926d2093715d1909","1","1","272100","https://p.scdn.co/mp3-preview/cd441c1b19ae087b72f7968c55a61606dbaab844?cid=9950ac751e34487dbbe027c4fd7f8e99","true","1","QZK6J2292658","","2022-08-07T17:53:18Z"
"spotify:track:3Bgl1xMI00capuTqUHBNUW","Valley of Lies","spotify:artist:0ghlgldX5Dd6720Q3qFyQB, spotify:artist:6ASri4ePR7RlsvIQgWPJpS","TOMORROW X TOGETHER, iann dior","spotify:album:6HxwkL6Z3D14XOXY5SUPJp","Valley of Lies","spotify:artist:0ghlgldX5Dd6720Q3qFyQB, spotify:artist:6ASri4ePR7RlsvIQgWPJpS","TOMORROW X TOGETHER, iann dior","2022-07-22","https://i.scdn.co/image/ab67616d0000b27376136d7ad611abe15babb793","1","1","184093","https://p.scdn.co/mp3-preview/77291615b205b5d58d3a8693a3086b081e5b74a7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","USA2P2231832","","2022-08-07T08:53:49Z"
"spotify:track:3RnkPoduHhQX4FY9x2rEeY","Say Goodbye","spotify:artist:3hBvETCf1HBhhZSv9kc1Tb, spotify:artist:4VV9icF9SRufglMKhsDDrf","Kado, Maiza","spotify:album:5VzYQ9BHrTI6HPV5sk4R79","Say Goodbye","spotify:artist:3hBvETCf1HBhhZSv9kc1Tb, spotify:artist:4VV9icF9SRufglMKhsDDrf","Kado, Maiza","2022-07-29","https://i.scdn.co/image/ab67616d0000b2736e620540a9705ca5ab78eab1","1","1","192428","https://p.scdn.co/mp3-preview/47d1c48d4c688304d1c90e9459725148a046979b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","33","SE6XW2215853","","2022-08-07T08:37:42Z"
